"time","extractOutput1","raffinateOutput2","extractOutput2","raffinateOutput1"
4723.2,0.102608,7.12498e-08,10.9024,25.9575
4728,0.0978574,8.02083e-08,10.9167,26.1036
4732.8,0.0933128,9.02453e-08,10.9307,26.2456
4737.6,0.0889661,1.01486e-07,10.9444,26.3837
4742.4,0.0848096,1.1407e-07,10.958,26.5177
4747.2,0.0808356,1.28152e-07,10.9713,26.6477
4752,0.0770368,1.43906e-07,10.9844,26.7738
4756.8,0.073406,1.61526e-07,10.9973,26.896
4761.6,0.0699365,1.81226e-07,11.0099,27.0144
4766.4,0.0666215,2.03247e-07,11.0224,27.1291
4771.2,0.0634548,2.2786e-07,11.0345,27.2401
4776,0.0604303,2.55365e-07,11.0465,27.3476
4780.8,0.0575421,2.86099e-07,11.0582,27.4517
4785.6,0.0547844,3.2044e-07,11.0697,27.5524
4790.4,0.0521519,3.5881e-07,11.081,27.6499
4795.2,0.0496393,4.01686e-07,11.092,27.7443
4800,0.0472415,4.49599e-07,11.1029,27.8358
4804.8,0.0449536,5.03149e-07,11.1134,27.9245
4809.6,0.0427711,5.6301e-07,11.1238,28.0106
4814.4,0.0406893,6.2994e-07,11.1339,28.0942
4819.2,0.038704,7.04795e-07,11.1438,28.1755
4824,0.036811,7.88536e-07,11.1535,28.2546
4828.8,0.0350064,8.8225e-07,11.1629,28.3318
4833.6,0.0332863,9.87163e-07,11.1721,28.4071
4838.4,0.031647,1.10466e-06,11.1811,28.4808
4843.2,0.030085,1.2363e-06,11.1898,28.5531
4848,0.0285969,1.38385e-06,11.1983,28.6241
4852.8,0.0271794,1.54931e-06,11.2066,28.694
4857.6,0.0258296,1.73493e-06,11.2147,28.7629
4862.4,0.0245442,1.94325e-06,11.2225,28.831
4867.2,0.0233206,2.17717e-06,11.2301,28.8984
4872,0.0221558,2.43993e-06,11.2374,28.9654
4876.8,0.0210474,2.7352e-06,11.2446,29.032
4881.6,0.0199928,3.06715e-06,11.2515,29.0984
4886.4,0.0189895,3.44044e-06,11.2582,29.1647
4891.2,0.0180352,3.86038e-06,11.2646,29.231
4896,0.0171277,4.3329e-06,11.2708,29.2974
4900.8,0.016265,4.86474e-06,11.2769,29.364
4905.6,0.0154448,5.46344e-06,11.2826,29.431
4910.4,0.0146654,6.13751e-06,11.2882,29.4982
4915.2,0.0139249,6.89651e-06,11.2935,29.5659
4920,0.0132214,7.75118e-06,11.2986,29.6341
4924.8,0.0125532,8.71355e-06,11.3035,29.7028
4929.6,0.0119188,9.79712e-06,11.3081,29.772
4934.4,0.0113166,1.1017e-05,11.3126,29.8417
4939.2,0.010745,1.23901e-05,11.3168,29.912
4944,0.0102027,1.39354e-05,11.3208,29.9828
4948.8,0.00968828,1.56738e-05,11.3245,30.0542
4953.6,0.00920047,1.76289e-05,11.3281,30.126
4958.4,0.00873803,1.98269e-05,11.3314,30.1983
4963.2,0.00829977,2.22968e-05,11.3345,30.271
4968,0.00788455,2.50709e-05,11.3374,30.344
4972.8,0.00749131,2.81851e-05,11.3401,30.4174
4977.6,0.00711901,3.1679e-05,11.3425,30.491
4982.4,0.00676666,3.55967e-05,11.3448,30.5647
4987.2,0.00643335,3.99866e-05,11.3468,30.6385
4992,0.00611816,4.49023e-05,11.3486,30.7123
4996.8,0.00582026,5.04029e-05,11.3502,30.786
5001.6,0.00553884,5.65534e-05,11.3516,30.8595
5006.4,0.00527311,6.34252e-05,11.3528,30.9328
5011.2,0.00502235,7.10968e-05,11.3537,31.0057
5016,0.00478585,7.96544e-05,11.3545,31.0782
5020.8,0.00456296,8.91921e-05,11.355,31.1501
5025.6,0.00435302,9.98131e-05,11.3554,31.2214
5030.4,0.00415546,0.00011163,11.3555,31.2919
5035.2,0.00396968,0.000124766,11.3554,31.3616
5040,0.00379514,0.000139354,11.3552,31.4304
5044.8,0.00363132,0.000155541,11.3547,31.4983
5049.6,0.00347774,0.000173485,11.354,31.565
5054.4,0.00333393,0.000193358,11.3531,31.6307
5059.2,0.00319943,0.000215347,11.352,31.6951
5064,0.00307383,0.000239653,11.3507,31.7582
5068.8,0.00295673,0.000266496,11.3492,31.8199
5073.6,0.00284775,0.00029611,11.3476,31.8802
5078.4,0.00274653,0.000328752,11.3457,31.9391
5083.2,0.00265273,0.000364696,11.3436,31.9964
5088,0.00256603,0.000404237,11.3413,32.0522
5092.8,0.00248612,0.000447694,11.3389,32.1063
5097.6,0.00241272,0.000495408,11.3362,32.1588
5102.4,0.00234555,0.000547746,11.3334,32.2096
5107.2,0.00228435,0.000605101,11.3304,32.2587
5112,0.00222889,0.000667893,11.3271,32.3061
5116.8,0.00217893,0.000736571,11.3237,32.3517
5121.6,0.00213427,0.000811617,11.3201,32.3955
5126.4,0.00209469,0.000893543,11.3164,32.4376
5131.2,0.00206,0.000982896,11.3124,32.4779
5136,0.00203003,0.00108026,11.3083,32.5165
5140.8,0.00200462,0.00118624,11.3039,32.5532
5145.6,0.00198359,0.00130152,11.2994,32.5882
5150.4,0.00196682,0.00142677,11.2947,32.6215
5155.2,0.00195415,0.00156275,11.2899,32.653
5160,0.00194547,0.00171023,11.2848,32.6828
5164.8,0.00194065,0.00187005,11.2796,32.7108
5169.6,0.00193959,0.00204308,11.2743,32.7372
5174.4,0.00194219,0.00223025,11.2687,32.762
5179.2,0.00194835,0.00243254,11.263,32.7851
5184,0.00195799,0.00265098,11.2571,32.8066
5188.8,0.00197102,0.00288664,11.251,32.8265
5193.6,0.00198739,0.00314068,11.2448,32.8449
5198.4,0.00200703,0.00341429,11.2384,32.8618
5203.2,0.00202987,0.00370873,11.2318,32.8773
5208,0.00205588,0.00402533,11.2251,32.8913
5212.8,0.002085,0.00436546,11.2182,32.9039
5217.6,0.0021172,0.00473059,11.2111,32.9151
5222.4,0.00215245,0.00512222,11.2039,32.925
5227.2,0.00219071,0.00554195,11.1965,32.9336
5232,0.00223198,0.00599143,11.189,32.941
5236.8,0.00227622,0.0064724,11.1813,32.9472
5241.6,0.00232345,0.00698665,11.1734,32.9522
5246.4,0.00237364,0.00753606,11.1654,32.956
5251.2,0.00242679,0.0081226,11.1573,32.9587
5256,0.00248292,0.0087483,11.149,32.9604
5260.8,0.00254203,0.00941526,11.1405,32.9611
5265.6,0.00260414,0.0101257,11.1319,32.9607
5270.4,0.00266926,0.0108819,11.1232,32.9594
5275.2,0.00273741,0.0116861,11.1143,32.9571
5280,0.00280863,0.012541,11.1052,32.954
5284.8,0.00288294,0.0134489,11.096,32.95
5289.6,0.00296039,0.0144125,11.0867,32.9452
5294.4,0.00304101,0.0154345,11.0772,32.9395
5299.2,0.00312483,0.0165176,11.0676,32.9331
5304,0.00321193,0.0176649,11.0578,32.926
5308.8,0.00330234,0.0188792,11.0479,32.9181
5313.6,0.00339611,0.0201636,11.0379,32.9096
5318.4,0.00349332,0.0215213,11.0277,32.9003
5323.2,0.00359403,0.0229554,11.0174,32.8905
5328,0.0036983,0.0244694,11.0069,32.88
5332.8,0.0038062,0.0260666,10.9963,32.8689
5337.6,0.00391782,0.0277505,10.9856,32.8572
5342.4,0.00403323,0.0295248,10.9748,32.845
5347.2,0.00415251,0.0313931,10.9638,32.8323
5352,0.00427576,0.0333593,10.9527,32.819
5356.8,0.00440307,0.0354271,10.9414,32.8053
5361.6,0.00453452,0.0376005,10.9301,32.7911
5366.4,0.00467023,0.0398836,10.9186,32.7764
5371.2,0.0048103,0.0422804,10.907,32.7612
5376,0.00495483,0.0447953,10.8952,32.7456
5380.8,0.00510393,0.0474324,10.8833,32.7296
5385.6,0.00525773,0.0501962,10.8713,32.7132
5390.4,0.00541635,0.053091,10.8592,32.6964
5395.2,0.00557991,0.0561215,10.847,32.6793
5400,0.00574853,0.0592922,10.8346,32.6617
5404.8,0.00592236,0.0626078,10.8221,32.6438
5409.6,0.00610153,0.0660731,10.8095,32.6255
5414.4,0.00628618,0.0696928,10.7968,32.6069
5419.2,0.00647647,0.0734719,10.784,32.588
5424,0.00667254,0.0774152,10.771,32.5687
5428.8,0.00687455,0.0815279,10.7579,32.5491
5433.6,0.00708266,0.0858149,10.7448,32.5292
5438.4,0.00729704,0.0902814,10.7315,32.509
5443.2,0.00751786,0.0949326,10.718,32.4885
5448,0.00774529,0.0997737,10.7045,32.4678
5452.8,0.00797952,0.10481,10.6909,32.4467
5457.6,0.00822074,0.110047,10.6771,32.4253
5462.4,0.00846913,0.115489,10.6632,32.4037
5467.2,0.0087249,0.121143,10.6493,32.3817
5472,0.00898824,0.127014,10.6352,32.3596
5476.8,0.00925936,0.133106,10.621,32.3371
5481.6,0.00953848,0.139427,10.6067,32.3144
5486.4,0.00982582,0.14598,10.5923,32.2914
5491.2,0.0101216,0.152772,10.5778,32.2681
5496,0.0104261,0.159808,10.5631,32.2446
5500.8,0.0107394,0.167094,10.5484,32.2209
5505.6,0.011062,0.174635,10.5336,32.1969
5510.4,0.0113939,0.182437,10.5186,32.1726
5515.2,0.0117355,0.190506,10.5036,32.1481
5520,0.012087,0.198846,10.4884,32.1233
5524.8,0.0124488,0.207463,10.4732,32.0982
5529.6,0.012821,0.216364,10.4578,32.073
5534.4,0.0132039,0.225553,10.4424,32.0474
5539.2,0.0135979,0.235036,10.4268,32.0216
5544,0.0140033,0.244818,10.4112,31.9956
5548.8,0.0144204,0.254905,10.3954,31.9693
5553.6,0.0148494,0.265301,10.3796,31.9428
5558.4,0.0152907,0.276014,10.3636,31.916
5563.2,0.0157446,0.287047,10.3475,31.8889
5568,0.0162115,0.298406,10.3314,31.8616
5572.8,0.0166918,0.310095,10.3151,31.834
5577.6,0.0171857,0.322121,10.2988,31.8061
5582.4,0.0176936,0.334489,10.2823,31.778
5587.2,0.018216,0.347202,10.2658,31.7496
5592,0.0187532,0.360266,10.2491,31.7209
5596.8,0.0193056,0.373687,10.2324,31.692
5601.6,0.0198736,0.387468,10.2155,31.6628
5606.4,6.62219,0.797909,8.41695,5.02316
5611.2,6.48257,0.791838,8.4454,5.16249
5616,6.34071,0.785533,8.47427,5.31472
5620.8,6.19774,0.779041,8.50347,5.47795
5625.6,6.05445,0.772396,8.53293,5.65078
5630.4,5.9114,0.765626,8.5626,5.83215
5635.2,5.76904,0.758752,8.59244,6.02125
5640,5.62771,0.751794,8.62241,6.21742
5644.8,5.48767,0.744764,8.65249,6.42015
5649.6,5.34913,0.737677,8.68266,6.62901
5654.4,5.21227,0.730543,8.7129,6.84363
5659.2,5.07721,0.723372,8.74318,7.06372
5664,4.94407,0.716172,8.77351,7.28899
5668.8,4.81295,0.70895,8.80385,7.51921
5673.6,4.68392,0.701713,8.83421,7.75416
5678.4,4.55703,0.694466,8.86457,7.99365
5683.2,4.43234,0.687216,8.89492,8.23748
5688,4.30988,0.679968,8.92526,8.48548
5692.8,4.18969,0.672724,8.95557,8.73748
5697.6,4.07178,0.665491,8.98585,8.99331
5702.4,3.95618,0.658271,9.0161,9.25281
5707.2,3.84289,0.651067,9.0463,9.51583
5712,3.73191,0.643883,9.07645,9.78219
5716.8,3.62326,0.636723,9.10655,10.0518
5721.6,3.51691,0.629587,9.13658,10.3244
5726.4,3.41288,0.62248,9.16656,10.5998
5731.2,3.31115,0.615403,9.19646,10.878
5736,3.2117,0.608359,9.22629,11.1588
5740.8,3.11452,0.601348,9.25604,11.4419
5745.6,3.01959,0.594374,9.28571,11.7273
5750.4,2.9269,0.587438,9.3153,12.0147
5755.2,2.83642,0.580542,9.34479,12.304
5760,2.74813,0.573686,9.3742,12.5951
5764.8,2.662,0.566873,9.4035,12.8877
5769.6,2.57802,0.560103,9.43271,13.1818
5774.4,2.49614,0.553378,9.46182,13.477
5779.2,2.41635,0.546698,9.49083,13.7734
5784,2.33861,0.540066,9.51972,14.0706
5788.8,2.26289,0.533481,9.54851,14.3685
5793.6,2.18917,0.526944,9.57718,14.6671
5798.4,2.11741,0.520457,9.60574,14.966
5803.2,2.04759,0.51402,9.63418,15.2652
5808,1.97965,0.507633,9.66251,15.5644
5812.8,1.91359,0.501298,9.6907,15.8636
5817.6,1.84935,0.495014,9.71878,16.1625
5822.4,1.78691,0.488783,9.74672,16.461
5827.2,1.72624,0.482604,9.77454,16.7589
5832,1.66729,0.476478,9.80223,17.0562
5836.8,1.61005,0.470406,9.82978,17.3526
5841.6,1.55446,0.464388,9.8572,17.648
5846.4,1.5005,0.458423,9.88448,17.9422
5851.2,1.44813,0.452513,9.91163,18.2352
5856,1.39732,0.446657,9.93863,18.5267
5860.8,1.34804,0.440856,9.96549,18.8167
5865.6,1.30025,0.43511,9.9922,19.105
5870.4,1.25392,0.429418,10.0188,19.3915
5875.2,1.20901,0.423781,10.0452,19.6761
5880,1.16549,0.418199,10.0715,19.9587
5884.8,1.12333,0.412672,10.0976,20.2391
5889.6,1.08249,0.4072,10.1235,20.5173
5894.4,1.04295,0.401783,10.1494,20.7931
5899.2,1.00467,0.396421,10.175,21.0664
5904,0.967619,0.391114,10.2005,21.3372
5908.8,0.931767,0.385861,10.2259,21.6053
5913.6,0.897082,0.380663,10.251,21.8707
5918.4,0.863535,0.37552,10.2761,22.1332
5923.2,0.831095,0.37043,10.3009,22.3929
5928,0.799733,0.365395,10.3256,22.6496
5932.8,0.769419,0.360414,10.3501,22.9032
5937.6,0.740126,0.355487,10.3745,23.1537
5942.4,0.711825,0.350613,10.3987,23.401
5947.2,0.684488,0.345793,10.4227,23.6451
5952,0.658089,0.341026,10.4466,23.8859
5956.8,0.6326,0.336312,10.4702,24.1234
5961.6,0.607996,0.33165,10.4937,24.3574
5966.4,0.58425,0.327041,10.5171,24.588
5971.2,0.561339,0.322484,10.5402,24.8151
5976,0.539236,0.317979,10.5632,25.0386
5980.8,0.517919,0.313526,10.586,25.2586
5985.6,0.497363,0.309123,10.6086,25.4749
5990.4,0.477545,0.304772,10.6311,25.6876
5995.2,0.458443,0.300471,10.6534,25.8966
6000,0.440035,0.296221,10.6754,26.1019
6004.8,0.422299,0.29202,10.6973,26.3035
6009.6,0.405213,0.287869,10.7191,26.5013
6014.4,0.388759,0.283768,10.7406,26.6952
6019.2,0.372914,0.279715,10.7619,26.8854
6024,0.35766,0.275711,10.7831,27.0717
6028.8,0.342978,0.271755,10.8041,27.2542
6033.6,0.328849,0.267847,10.8249,27.4327
6038.4,0.315255,0.263987,10.8455,27.6074
6043.2,0.302179,0.260174,10.8659,27.7781
6048,0.289602,0.256407,10.8861,27.9449
6052.8,0.277509,0.252687,10.9061,28.1077
6057.6,0.265883,0.249013,10.926,28.2666
6062.4,0.254708,0.245385,10.9456,28.4215
6067.2,0.243969,0.241802,10.9651,28.5723
6072,0.23365,0.238264,10.9843,28.7192
6076.8,0.223739,0.23477,11.0034,28.862
6081.6,0.214219,0.231321,11.0223,29.0007
6086.4,0.205078,0.227915,11.041,29.1355
6091.2,0.196302,0.224552,11.0595,29.2661
6096,0.187878,0.221233,11.0777,29.3928
6100.8,0.179794,0.217956,11.0958,29.5153
6105.6,0.172038,0.214721,11.1137,29.6339
6110.4,0.164597,0.211528,11.1314,29.7484
6115.2,0.157461,0.208376,11.1489,29.8589
6120,0.150618,0.205265,11.1663,29.9653
6124.8,0.144058,0.202195,11.1834,30.0679
6129.6,0.137771,0.199165,11.2003,30.1664
6134.4,0.131745,0.196175,11.217,30.2611
6139.2,0.125972,0.193224,11.2335,30.3519
6144,0.120442,0.190312,11.2498,30.4389
6148.8,0.115146,0.187439,11.266,30.5221
6153.6,0.110076,0.184604,11.2819,30.6017
6158.4,0.105222,0.181806,11.2976,30.6776
6163.2,0.100577,0.179047,11.3131,30.7501
6168,0.096132,0.176324,11.3285,30.8191
6172.8,0.0918803,0.173638,11.3436,30.8848
6177.6,0.0878141,0.170988,11.3585,30.9473
6182.4,0.0839264,0.168374,11.3732,31.0066
6187.2,0.0802102,0.165796,11.3878,31.063
6192,0.0766589,0.163252,11.4021,31.1166
6196.8,0.073266,0.160744,11.4163,31.1675
6201.6,0.0700254,0.158269,11.4302,31.2158
6206.4,0.066931,0.155829,11.4439,31.2617
6211.2,0.0639772,0.153423,11.4575,31.3054
6216,0.0611584,0.151049,11.4708,31.3471
6220.8,0.0584693,0.148709,11.484,31.3868
6225.6,0.0559047,0.146401,11.4969,31.4248
6230.4,0.0534596,0.144125,11.5097,31.4612
6235.2,0.0511293,0.141881,11.5222,31.4962
6240,0.0489091,0.139668,11.5346,31.5301
6244.8,0.0467948,0.137486,11.5468,31.5629
6249.6,0.044782,0.135335,11.5587,31.5948
6254.4,0.0428666,0.133215,11.5705,31.626
6259.2,0.0410446,0.131124,11.5821,31.6567
6264,0.0393124,0.129063,11.5935,31.687
6268.8,0.0376663,0.127031,11.6047,31.717
6273.6,0.0361027,0.125029,11.6157,31.747
6278.4,0.0346184,0.123054,11.6265,31.777
6283.2,0.03321,0.121109,11.6371,31.8073
6288,0.0318746,0.119191,11.6476,31.8378
6292.8,0.0306091,0.1173,11.6578,31.8687
6297.6,0.0294106,0.115437,11.6679,31.9002
6302.4,0.0282765,0.113601,11.6777,31.9323
6307.2,0.0272041,0.111792,11.6874,31.965
6312,0.0261909,0.110008,11.6969,31.9985
6316.8,0.0252345,0.108251,11.7062,32.0329
6321.6,0.0243325,0.10652,11.7153,32.0681
6326.4,0.0234827,0.104814,11.7243,32.1042
6331.2,0.0226831,0.103133,11.733,32.1413
6336,0.0219315,0.101477,11.7416,32.1792
6340.8,0.021226,0.0998448,11.75,32.2182
6345.6,0.0205648,0.0982374,11.7582,32.258
6350.4,0.0199461,0.0966538,11.7662,32.2988
6355.2,0.019368,0.0950939,11.7741,32.3405
6360,0.0188291,0.0935574,11.7817,32.3831
6364.8,0.0183278,0.092044,11.7892,32.4264
6369.6,0.0178625,0.0905535,11.7965,32.4706
6374.4,0.0174318,0.0890856,11.8037,32.5154
6379.2,0.0170343,0.0876401,11.8107,32.5609
6384,0.0166688,0.0862167,11.8175,32.607
6388.8,0.016334,0.0848152,11.8241,32.6536
6393.6,0.0160287,0.0834354,11.8305,32.7006
6398.4,0.0157517,0.0820771,11.8368,32.7479
6403.2,0.0155021,0.08074,11.8429,32.7956
6408,0.0152787,0.079424,11.8489,32.8433
6412.8,0.0150806,0.0781289,11.8547,32.8912
6417.6,0.0149068,0.0768545,11.8603,32.9391
6422.4,0.0147564,0.0756007,11.8658,32.9868
6427.2,0.0146287,0.0743672,11.8711,33.0344
6432,0.0145227,0.0731541,11.8762,33.0817
6436.8,0.0144377,0.0719611,11.8812,33.1286
6441.6,0.014373,0.0707881,11.886,33.1751
6446.4,0.014328,0.0696351,11.8907,33.2211
6451.2,0.0143018,0.0685019,11.8952,33.2664
6456,0.0142939,0.0673886,11.8995,33.3111
6460.8,0.0143038,0.066295,11.9037,33.355
6465.6,0.0143308,0.0652212,11.9078,33.3981
6470.4,0.0143745,0.0641672,11.9117,33.4402
6475.2,0.0144342,0.0631329,11.9154,33.4814
6480,0.0145096,0.0621184,11.919,33.5216
6484.8,0.0146002,0.0611238,11.9225,33.5607
6489.6,0.0147056,0.0601492,11.9258,33.5986
6494.4,0.0148254,0.0591946,11.929,33.6354
6499.2,0.0149592,0.0582603,11.932,33.671
6504,0.0151066,0.0573464,11.9349,33.7054
6508.8,0.0152674,0.0564531,11.9376,33.7384
6513.6,0.0154412,0.0555807,11.9402,33.7701
6518.4,0.0156277,0.0547293,11.9427,33.8006
6523.2,0.0158267,0.0538993,11.9451,33.8296
6528,0.0160379,0.0530911,11.9473,33.8573
6532.8,0.0162611,0.0523051,11.9493,33.8836
6537.6,0.0164961,0.0515415,11.9513,33.9085
6542.4,0.0167426,0.050801,11.9531,33.932
6547.2,0.0170006,0.0500839,11.9548,33.9542
6552,0.0172698,0.0493909,11.9564,33.9749
6556.8,0.0175501,0.0487225,11.9578,33.9943
6561.6,0.0178414,0.0480794,11.9591,34.0123
6566.4,0.0181435,0.0474622,11.9603,34.0289
6571.2,0.0184564,0.0468718,11.9614,34.0442
6576,0.0187798,0.0463088,11.9623,34.0581
6580.8,0.0191139,0.0457741,11.9631,34.0708
6585.6,0.0194585,0.0452687,11.9639,34.0821
6590.4,0.0198135,0.0447935,11.9645,34.0922
6595.2,0.0201789,0.0443495,11.965,34.101
6600,0.0205547,0.0439378,11.9653,34.1085
6604.8,0.0209408,0.0435595,11.9656,34.1149
6609.6,0.0213373,0.0432159,11.9658,34.1201
6614.4,0.0217442,0.0429083,11.9658,34.1242
6619.2,0.0221614,0.042638,11.9658,34.1271
6624,0.0225891,0.0424064,11.9656,34.1289
6628.8,0.0230271,0.042215,11.9653,34.1297
6633.6,0.0234756,0.0420654,11.965,34.1294
6638.4,0.0239346,0.0419592,11.9645,34.1281
6643.2,0.0244043,0.0418982,11.9639,34.1259
6648,0.0248845,0.0418842,11.9633,34.1227
6652.8,0.0253755,0.041919,11.9625,34.1186
6657.6,0.0258774,0.0420046,11.9617,34.1135
6662.4,0.0263901,0.042143,11.9607,34.1077
6667.2,0.0269139,0.0423364,11.9597,34.1009
6672,0.0274488,0.0425871,11.9585,34.0934
6676.8,0.027995,0.0428972,11.9573,34.0851
6681.6,0.0285526,0.0432691,11.956,34.076
6686.4,0.0291218,0.0437055,11.9546,34.0662
6691.2,0.0297026,0.0442088,11.9531,34.0557
6696,0.0302953,0.0447816,11.9515,34.0446
6700.8,0.0308999,0.0454268,11.9498,34.0327
6705.6,0.0315168,0.0461471,11.9481,34.0202
6710.4,0.032146,0.0469455,11.9463,34.0071
6715.2,0.0327877,0.047825,11.9444,33.9935
6720,0.0334422,0.0487888,11.9424,33.9792
6724.8,0.0341096,0.0498399,11.9403,33.9644
6729.6,0.0347902,0.0509818,11.9382,33.949
6734.4,0.0354842,0.0522178,11.9359,33.9332
6739.2,0.0361917,0.0535513,11.9336,33.9168
6744,0.036913,0.054986,11.9313,33.9
6748.8,0.0376485,0.0565254,11.9288,33.8827
6753.6,0.0383982,0.0581734,11.9263,33.8649
6758.4,0.0391625,0.0599338,11.9237,33.8468
6763.2,0.0399416,0.0618104,11.921,33.8281
6768,0.0407359,0.0638074,11.9183,33.8091
6772.8,0.0415455,0.0659288,11.9155,33.7897
6777.6,0.0423708,0.0681787,11.9126,33.7699
6782.4,0.043212,0.0705615,11.9097,33.7497
6787.2,0.0440695,0.0730814,11.9067,33.7292
6792,0.0449436,0.075743,11.9036,33.7083
6796.8,0.0458346,0.0785506,11.9005,33.6871
6801.6,0.0467428,0.0815089,11.8973,33.6655
6806.4,0.0476685,0.0846225,11.894,33.6436
6811.2,0.0486121,0.0878961,11.8907,33.6214
6816,0.049574,0.0913345,11.8873,33.5989
6820.8,0.0505544,0.0949426,11.8839,33.576
6825.6,0.0515539,0.0987252,11.8804,33.5529
6830.4,0.0525726,0.102687,11.8768,33.5295
6835.2,0.0536111,0.106834,11.8732,33.5058
6840,0.0546697,0.111171,11.8695,33.4818
6844.8,0.0557488,0.115702,11.8657,33.4575
6849.6,0.0568488,0.120433,11.8619,33.4329
6854.4,0.0579702,0.125369,11.8581,33.4081
6859.2,0.0591133,0.130516,11.8542,33.383
6864,0.0602786,0.135879,11.8502,33.3577
6868.8,0.0614666,0.141462,11.8462,33.3321
6873.6,0.0626777,0.147272,11.8421,33.3062
6878.4,0.0639123,0.153315,11.8379,33.2801
6883.2,0.065171,0.159594,11.8337,33.2538
6888,0.0664542,0.166116,11.8295,33.2272
6892.8,0.0677625,0.172886,11.8252,33.2003
6897.6,0.0690962,0.17991,11.8208,33.1732
6902.4,0.0704559,0.187193,11.8164,33.1458
6907.2,0.0718423,0.194741,11.8119,33.1182
6912,0.0732557,0.202558,11.8074,33.0904
6916.8,0.0746967,0.210652,11.8028,33.0623
6921.6,0.0761659,0.219026,11.7982,33.0339
6926.4,0.0776639,0.227686,11.7935,33.0054
6931.2,0.0791912,0.236639,11.7888,32.9765
6936,0.0807484,0.245888,11.784,32.9475
6940.8,0.0823361,0.25544,11.7792,32.9181
6945.6,0.083955,0.2653,11.7743,32.8886
6950.4,0.0856056,0.275474,11.7694,32.8587
6955.2,0.0872886,0.285965,11.7644,32.8287
6960,0.0890046,0.296781,11.7593,32.7983
6964.8,0.0907544,0.307925,11.7543,32.7677
6969.6,0.0925385,0.319403,11.7491,32.7369
6974.4,0.0943577,0.33122,11.7439,32.7058
6979.2,0.0962126,0.343381,11.7387,32.6744
6984,0.098104,0.355891,11.7334,32.6428
6988.8,0.100033,0.368754,11.728,32.6109
6993.6,0.101999,0.381976,11.7226,32.5787
6998.4,0.104004,0.395561,11.7171,32.5463
7003.2,0.106049,0.409514,11.7116,32.5135
7008,7.00942,5.51425,8.40755,7.62963
7012.8,6.86479,5.49618,8.43609,7.80459
7017.6,6.71781,5.47732,8.46506,7.99495
7022.4,6.56962,5.45779,8.49435,8.1982
7027.2,6.42104,5.4377,8.52391,8.41245
7032,6.27266,5.41711,8.55368,8.63627
7036.8,6.12493,5.39609,8.58361,8.86855
7041.6,5.97821,5.37469,8.61369,9.10838
7046.4,5.83277,5.35295,8.64387,9.35503
7051.2,5.68883,5.3309,8.67414,9.60789
7056,5.54655,5.30857,8.70448,9.86645
7060.8,5.4061,5.28599,8.73487,10.1303
7065.6,5.26757,5.26319,8.7653,10.3989
7070.4,5.13108,5.24018,8.79575,10.6721
7075.2,4.99669,5.21697,8.82621,10.9494
7080,4.86447,5.1936,8.85668,11.2306
7084.8,4.73447,5.17007,8.88714,11.5154
7089.6,4.60673,5.14639,8.91758,11.8036
7094.4,4.48128,5.12258,8.94801,12.0949
7099.2,4.35815,5.09865,8.9784,12.389
7104,4.23736,5.07461,9.00875,12.6858
7108.8,4.11891,5.05047,9.03906,12.985
7113.6,4.00282,5.02624,9.06933,13.2865
7118.4,3.88908,5.00193,9.09953,13.5899
7123.2,3.7777,4.97755,9.12968,13.895
7128,3.66867,4.9531,9.15977,14.2018
7132.8,3.56198,4.92859,9.18978,14.5099
7137.6,3.45762,4.90403,9.21973,14.8192
7142.4,3.35558,4.87943,9.24959,15.1294
7147.2,3.25583,4.85478,9.27938,15.4404
7152,3.15837,4.8301,9.30908,15.7519
7156.8,3.06316,4.8054,9.33869,16.0638
7161.6,2.9702,4.78067,9.36821,16.3759
7166.4,2.87945,4.75592,9.39763,16.688
7171.2,2.7909,4.73116,9.42696,16.9998
7176,2.70451,4.70639,9.45619,17.3113
7180.8,2.62025,4.68162,9.48531,17.6222
7185.6,2.53811,4.65684,9.51432,17.9323
7190.4,2.45804,4.63207,9.54323,18.2415
7195.2,2.38002,4.60731,9.57202,18.5496
7200,2.30403,4.58256,9.6007,18.8564
7204.8,2.23002,4.55782,9.62926,19.1618
7209.6,2.15796,4.5331,9.6577,19.4655
7214.4,2.08783,4.5084,9.68602,19.7675
7219.2,2.01959,4.48373,9.71421,20.0676
7224,1.95321,4.45908,9.74228,20.3657
7228.8,1.88865,4.43446,9.77022,20.6615
7233.6,1.82588,4.40988,9.79803,20.955
7238.4,1.76487,4.38532,9.82571,21.246
7243.2,1.70559,4.36081,9.85325,21.5345
7248,1.64799,4.33634,9.88065,21.8202
7252.8,1.59204,4.3119,9.90792,22.1031
7257.6,1.53772,4.28751,9.93505,22.383
7262.4,1.48498,4.26317,9.96203,22.6599
7267.2,1.4338,4.23888,9.98887,22.9337
7272,1.38414,4.21464,10.0156,23.2042
7276.8,1.33597,4.19045,10.0421,23.4714
7281.6,1.28924,4.16631,10.0685,23.7352
7286.4,1.24394,4.14223,10.0948,23.9955
7291.2,1.20003,4.11821,10.1209,24.2523
7296,1.15747,4.09424,10.1468,24.5054
7300.8,1.11624,4.07034,10.1726,24.7549
7305.6,1.07629,4.0465,10.1982,25.0007
7310.4,1.03761,4.02273,10.2237,25.2426
7315.2,1.00016,3.99902,10.249,25.4808
7320,0.963901,3.97537,10.2742,25.7151
7324.8,0.928813,3.9518,10.2991,25.9455
7329.6,0.894864,3.92829,10.324,26.172
